language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistaken,disrepancy,comment
Lisu,"245
/ly lsv u n g u but£ngo. /
(Lisu=language write=be=nom=question.)
•Is ( i t ) w ritte n in Lisu?*
/nwu nShlngwa./ (you ill= y e t= q u e s tio n .)
 •Are you s t i l l sick?*
/ a t y l m ahilihingw a./
 ( a - l i t t l e not=recover=change-of-state=yet=question. )
 •Hasn*t (he) recovered even a l i t t l e yet?*-
When th e secondary p a r tic le / - h i / •s t i l l , y e t , further* i s
7
th e f i n a l element of a sentence!
",1,Interrogative verb morphology,,,0,1,
Lisu," Question sub jects
1)/ssu yigyia^ SbS asglsS dShS-/
(you return=go=nonfc=itea months how-wapyaunits
 rem ainafurther. )
'How aany mora months are l e f t (b efo re)
your return (home)?'
2)/gwothlhlanoS amg ky2?/
(that=one=house=partic=item who dveHSnom?)
!",0,Interrogative verb morphology,"Based on the given paragraph from the descriptive grammar, it is not clear which strategy of forming polar questions the language has. Therefore, the answer is ""Not enough information."".",Not enough information,0,0,content questions
Lisu," I s o la tiv e s ; 4 .2 .3 .1
Free form; 2 .0 sentence; 5 * l* 2 (l)
Front vow els; 1 .4 .1- Labial consonants; 1 .1 .1
General p a r tic le s ; 2 ,9 , 5*4*2Main cla u se; 5*1*1
G lo tta liz a tio n ; 1 .5Major sentence; 5*1(1)
Goal; 4 .2 d o 3 im perative; 5*2*2
 clau se; 4 .4 .2 .2 question; 5*2.3*1
 Head; 2 d statem ent; 5 * 2 .1 .!
",0,Interrogative verb morphology,"Based on the given paragraph, it seems that there is not enough information to determine the strategy of forming polar questions in the language described in the grammar. None of the categories mentioned correspond to polar questions.",Not enough information,0,0,содержание
Lisu," They may be reduplicated to form yes/no questions.
",1,Interrogative verb morphology,"Based on the information you provided, it seems that the language described in the grammar uses the ""Reduplication"" strategy to form yes/no questions, as stated in the paragraph. Therefore, ""Not enough information"" is not the correct option. Neither does the paragraph mention the use of ""Question particle"" or ""Interrogative verb morphology."" Hence, the correct answer is ""Interrogative intonation only."".",Interrogative intonation only,1,0,
Lisu," Auxiliaries may be reduplicated to form yes/no questions.
(167) Yarpia cir tiltil ar.
",1,Interrogative verb morphology,"The correct answer is ""Not enough information"" as the given paragraph only mentions that auxiliaries can be reduplicated to form yes/no questions without specifying the exact strategy of forming polar questions in the language.",Not enough information,1,0,
Lisu,"The default sentence structure is not to use auxiliaries or particles. As a result,
typical declarative and imperative sentences are quite similar; often it is just the subject
that is different. Yes-no questions are formed by reduplicating the verb, adjective, or
181
auxiliary. Content questions are formed with question words in situ. Marked declarative,
imperative, and interrogative utterances are formed by adding many different auxiliaries,
verbal particles, and sentential particles to the utterance. By employing these words, the
Lolo are able to express more than 15 different types of directives and at least 15 types of
questions.
",1,Interrogative verb morphology,"The strategy of forming polar questions in the language described in the grammar is ""Reduplication of the verb, adjective, or auxiliary"".
Choose one of the four options: ""Question particle"", ""Interrogative verb morphology"", ""Interrogative intonation only"", and ""Not enough information"".
I apologize for the confusion. The correct option is ""Reduplication of the verb, adjective, or auxiliary"" which is a form of Interrogative verb morphology.",Interrogative verb morphology,0,0,
Lisu," 157
The default means to ask yes-no questions is to reduplicate the verb, auxiliary, or
adjective, with no rise in intonation. Content questions are formed with the question
words that are presented in Table 54.
(413) Niarnizalbbaer ddux dduxar?
2syesterday outsideexit exitPFV
‘Did you go out yesterday?’
(414) Yar jili-lir?
3ssmart-DUP
‘Is he smart?’
 Table 54: Interrogative Words
 arseirwho
 arseir leil to whom
 azo what
 arddolyowhat (which kind)
 arddolmaexwhere (which place)
 arddolbol when (which time)
 arddolcar when (which time)
 arsae how
 arsaengaelwhy
 homohow many
The question word occurs in situ as (415) – (417) demonstrate.
(415) Arni arseir ni da cirgora gaggor?
",1,Interrogative verb morphology,"The language described in the grammar has the strategy of ""Interrogative reduplication"", which means to reduplicate the verb, auxiliary, or adjective, with no rise in intonation to form polar questions (yes-no questions).
Choose one of the four options: ""Question particle"", ""Interrogative verb morphology"", ""Interrogative intonation only"", and ""Not enough information"".
Apologies for the confusion. The language described in the grammar does not have the strategy of ""Question particle"" or ""Interrogative verb morphology"". Instead, it forms polar questions (yes-no questions) by reduplicating the verb, auxiliary, or adjective with no rise in intonation. Therefore, the correct answer is ""Interrogative intonation only"".",Interrogative intonation only,1,0,
Lisu,"I deeply appreciate the Lolo, especially members of the extended families of
Esther, Asheley, and Kelly, for supplying the Lolo utterances and answering a myriad of
vii
questions about the Lolo language. I am indebted to them for their kind hospitality,
gracious responses to endless querries, and patience with my language learning. It is a
testimony to them that I have written this thesis and can communicate in their language.
",0,Interrogative verb morphology,"The paragraph does not provide information about the strategy of forming polar questions in the Lolo language. Therefore, the answer is ""Not enough information"".",Not enough information,0,0,another meaning
Cubeo,"Another way to ask questions about location is by use of aruka 'where is' or
'where about'. This word is somewhat different than the other forms because it does not
require a verb and it is used more frequently in situations related to surprise or sudden
inquires, similar to Portuguese cadê 'where is'.",0,Interrogative verb morphology,"Based on the given paragraph, the language described in the grammar has ""Not enough information"" to determine its strategy of forming polar questions. The paragraph only discusses a specific way of asking questions about location using the word ""aruka,"" but it does not provide any information about how the language forms polar questions in general.",Not enough information,0,0,content questions
Cubeo," Elicitations were made with several individuals. Questionnaires were prepared
both in advance, before going to the field, and within the field as new questions and
topics arose during the preliminary analysis of the data.
",0,Interrogative verb morphology,"Based on the given paragraph, there is not enough information provided to determine the strategy of forming polar questions (yes-no questions) of the language described in the grammar.",Not enough information,0,0,another meaning
Cubeo,"An important difference between stative and progressive aspect is the fact that
the progressive describes a situation as developing phase-by-phase, whereas the stative
aspect describes a situation as a static, undifferentiated whole or as a single point.
Hence, the classic Vendlerian (cf. Vendler 1957) diagnose to distinguish between states
and events can be applied to differentiate Kubeo stative aspect and the progressive.27 To
a question as in (8.86), only the progressive form in (8.87a) can be a proper answer, but
not a verb in the stative aspect, as in (8.87b).
26
 As it is demonstrated in (8.87) below, sentences (8.85a,b) cannot be faithfully translated by the English
progressive, nor the past as attempted in (8.85a). (8.85b) is more similar to the in simple present sentences
as here comes the rain (though there is no 'here' operator in the Kubeo sentence [but perhaps the evidential
can be analyzed as equivalent to the 'here' operator]). (8.81c) can be well translated by the idea of habitual
in English simple present, though in Kubeo it is distinct from the habitual.
27
 Vendler (1957) proposes the use of questions such as ""What is he doing?"" whose answer always has to be
in the progressive, whereas a state cannot respond to that question, such ""*He loves Mary"".
",0,Interrogative verb morphology,"Based on the given paragraph, there is not enough information to determine which strategy of forming polar questions the language described in the grammar has.",Not enough information,0,0,content questions
Cubeo,"351
 Thiago Costa Chacon
 QWs in general are the first element in the left edge of the sentence, as
illustrated below:
(9.86) a. 'a#pɨe bahi aða-hi?
which#basket exactlyput.into-PRMSS
'in which exact basket should I put (it)'
 b. 'ãrĩda-jɨ=dɨ̃ ?
where come-NMZ.MSC=2.INTRR
'where are you coming from?'
 c. jãbẽ eda-di ?
who arrive-INTR
'who arrived?'
Nevertheless, in a few cases, another constituent can precede a QW:
(9.87) a. bãhãaipe#te-dĩ ea-be-di ?
we.incwhat#do-CNV arrive-NEG-INTR
'why we have not arrived so far?'
 b. 'hi#tãrãijo hipokoro-de jãbẽ koba-di?
my#flutetop-OBL whobreak-INTR
'who broke the tip of flute?'
This seems to follow from focalization: the default focus in a question is the question
word constituent, but in exceptional cases, another constituent can be focalized and can
precede the question word.
",0,Interrogative verb morphology,"Based on the given paragraph, the language described in the grammar primarily uses the strategy of forming polar questions by using interrogative intonation only.",Interrogative intonation only,1,0,content questions
Cubeo," Finally, inherently negative quantifiers do not exist in Kubeo. In fact negation is
 a property of verbs, rather than predicates or even NPs. In addition, because Kubeo has
 a specific indefinite pronoun, and negative quantifiers are usually semantically
 indefinite cross-linguistically, it is not surprising that in Kubeo most expressions of
 negation are achieved by a combination of a negated verb plus the indefinite pronoun.
 For example, 'nothing' is expressed by the indefinite pronoun 'je (see section 8.6
 above), however 'nobody' is expressed by the question word jãbẽ 'who' in combination
 with the word bahu 'intensifier' (which is optionally, but frequently, attached to
 350
The Phonology and Morphology of Kubeo
temporal adverbs and quantifiers to express the idea of an exact amount)8 and a negated
verb marked for declarative mood. This construction is illustrated below:
(9.84) a.jãbẽ bahupõe-wa da-be-dãba
 who INTENS person-AN.P come-NEG-ASM.3AN.P
 'nobody will come here'.
 b.jãbẽ bahu'hi#õarĩdẽbohe-be#ða-wɨ
 who INTENS my#pigtheirpay-NEG#make-N.3AN
 'no body wanted to buy my pig'
9.8 Question Words
 Question words (QW) in Kubeo are listed in table 11 below:
(9.85)Table 11: Question Words
'a#WHICH
'ãrĩ WHERE
jãbẽ WHO
'aipi# HOW MANY/MUCH
'aipie WHEN
'aipeWHAT
 HOW
'aipe te-dĩ WHY
how do-CONV
'aipe te#WHAT HAPPENED
'aipe a-dĩBY WHAT MEANS
how make-CONVHOW
'aipe ãrõhã#WHAT IS IT LIKE
The QWs followed by ""#"" are dependent stems, requiring an affix, clitic or noun
complement. QW for instruments, e.g. 'with what', are marked by the indefinite pronoun
and the instrumental affix –ke or by the converb kõhĩo-dĩ (be.together-CONV), as in je-
ke 'with what?' and je kõhĩo-dĩ 'with what?'.
8
It also means 'body' and 'self'.
",0,Interrogative verb morphology,"Based on the given paragraph, there is ""Not enough information"" to determine which strategy of forming polar questions the language described in the grammar has.",Not enough information,0,0,content questions
Azerbaijani," Questions in Azerbaijani.
",0,Question particle,"Based on the given information, it is not clear which strategy of forming polar questions Azerbaijani uses. Therefore, the correct option is ""Not enough information"".",Not enough information,0,0,questions in general
Azerbaijani," In the third ,
 · :-tere is no repetition, but the predicate is va:r. All can be considered quick sequences of question and answer.
",0,Question particle,"Based on the given paragraph, it appears that there is not enough information to determine the strategy of forming polar questions of the language being described in the grammar. The paragraph only mentions the use of a predicate with no repetition in the third example and describes the two previous examples as quick sequences of question and answer, but it does not provide any information about the specific strategies used to form polar questions in this language.",Not enough information,0,0,type of questions not clear
Azerbaijani," Conversations and Questions . *
Listen to each of the four conversations, and answer in Azerbaijani the questions following each conversa _
hon.
E x ercises
C. Fill the blanks in the following sentences with either the -{y)Up gerund, the -{y)An participle. or the _{y)AndA
gerundive form, whichever makes the best sense .
",0,Question particle,"Unfortunately, the given paragraph does not provide enough information to determine the strategy of forming polar questions in the language described in the grammar.",Not enough information,0,0,type of questions not clear
